min_cluster_size,min_sample,n_dim,validity_index_score,noise,top_10,top_1,n_clusters,total
475,8,10,0.2920671289504657,42725,33573,7431,42,104253
125,11,10,0.3210272842769745,37858,25767,7428,105,104253
150,11,10,0.3165688097685616,38837,25767,7428,98,104253
175,11,10,0.321450062821812,39716,26032,7428,89,104253
200,11,10,0.3309336684490596,40635,26032,7428,82,104253
225,11,10,0.3276989612940174,41686,26032,7428,76,104253
250,11,10,0.33266570302488896,42296,26032,7428,72,104253
275,11,10,0.2900929511692527,41094,29795,6554,62,104253
300,11,10,0.23826708975677655,41688,30299,6554,57,104253
325,11,10,0.23538042867346623,41829,30695,6554,55,104253
350,11,10,0.23538042867346623,41829,30695,6554,55,104253
375,11,10,0.2678985205097631,41289,31583,6554,52,104253
400,11,10,0.2546569039551215,42344,32457,7428,47,104253
425,11,10,0.2510386390723683,42480,32593,7428,45,104253
450,11,10,0.24283134140997928,43356,32593,7428,43,104253
475,11,10,0.24172895647251594,43826,32593,7428,42,104253
500,11,10,0.22792000952668365,45296,32593,7428,39,104253
125,15,10,0.20881531231247935,37838,26524,7425,107,104253
175,15,10,0.219291435759739,39224,26816,7425,88,104253
50,14,10,0.2536481265471576,41813,19024,3370,198,104253
50,12,10,0.26804816408093624,39410,20487,4016,194,104253
50,13,10,0.2420864185895409,38888,21071,4038,194,104253
50,16,10,0.2754847783761293,39321,22297,4088,186,104253
